PLAYER_WIN,PLAYER_LOSE,SCORE,EVENT,DATE,CHARACTERS_WIN,CHARACTERS_LOSE,VOD_LINK
Inngenn,Jah Ridin',3-1,Battle GateWay/49,2025-04-13,Luigi,Marth,
Falpan,bakedgoods,3-1,Battle GateWay/49,2025-04-13,,,
Massun,muro,3-2,Battle GateWay/49,2025-04-13,,,
Falpan,Tamo,3-0,Battle GateWay/49,2025-04-13,,,
Falpan,Skerzo,3-1,Battle GateWay/49,2025-04-13,Fox,Falco,
Inngenn,Massun,3-1,Battle GateWay/49,2025-04-13,Marth,Jigglypuff,
Inngenn,Falpan,3-0,Battle GateWay/49,2025-04-13,"Falco, Link",Marth,
aMSa,Jah Ridin',3-0,Battle GateWay/49,2025-04-13,Yoshi,Luigi,
Inngenn,aMSa,3-0,Battle GateWay/49,2025-04-13,Yoshi,Marth,https://www.youtube.com/watch?v=73lmUaInLks
100 Grand,DannyPhantom,2-0,Out of the Blue/4,2025-04-12,Marth,Sheik,
Fasthands,Blue,2-0,Out of the Blue/4,2025-04-12,Fox,Mewtwo,
Fluid,Boyd,2-1,Out of the Blue/4,2025-04-12,,,
Ossify,Latin,2-0,Out of the Blue/4,2025-04-12,Marth,Marth,
Zanya,BING,3-0,Frame/16/Melee,2025-04-12,,,
Pleeba,Michael,2-0,Out of the Blue/4,2025-04-12,Jigglypuff,Sheik,
BING,Faust,3-2,Frame/16/Melee,2025-04-12,,,
MOF,Majersk,2-0,Out of the Blue/4,2025-04-12,IceClimbers,CaptainFalcon,
Lowercase hero,dz,2-1,Out of the Blue/4,2025-04-12,,,
Ben,Eggy,2-0,Out of the Blue/4,2025-04-12,Sheik,Peach,
Slowking,Boyd,3-0,Out of the Blue/4,2025-04-12,Falco,IceClimbers,
Aura,Rocks,2-0,Out of the Blue/4,2025-04-12,Peach,Jigglypuff,
coffee,lexor,2-1,Out of the Blue/4,2025-04-12,,,
Preeminent,Ble$$é,2-0,Out of the Blue/4,2025-04-12,Fox,Pikachu,
Zanya,BING,3-1,Frame/16/Melee,2025-04-12,,,
Seven,Frost,2-0,Out of the Blue/4,2025-04-12,Sheik,Samus,
Zamu,Just,2-0,Out of the Blue/4,2025-04-12,Fox,Sheik,
Ober,Smash Papi,2-1,Out of the Blue/4,2025-04-12,Fox,Falco,
Slowking,Nakamaman,2-0,Out of the Blue/4,2025-04-12,Falco,Marth,
max,Joey Donuts,2-1,Out of the Blue/4,2025-04-12,,,
Faust,OG Kid,3-2,Frame/16/Melee,2025-04-12,,,
ayeGiohh,Zachhhh,3-0,Frame/16/Melee,2025-04-12,,,
OG Kid,lumor,3-0,Frame/16/Melee,2025-04-12,,,
Faust,Maher,3-2,Frame/16/Melee,2025-04-12,,,
Phorky,Legion,3-2,Frame/16/Melee,2025-04-12,,,
Clay,Cowbell,3-0,Frame/16/Melee,2025-04-12,,,
Jango UU,PSI $wagnet,3-0,Frame/16/Melee,2025-04-12,,,
lumor,gialla,3-2,Frame/16/Melee,2025-04-12,,,
Joe(y) Bats,mars,3-0,Frame/16/Melee,2025-04-12,,,
Zachhhh,zam,3-1,Frame/16/Melee,2025-04-12,,,
Poseidon,22K,3-1,Frame/16/Melee,2025-04-12,,,
MOOSE,Phorky,3-0,Frame/16/Melee,2025-04-12,,,
Jango UU,Clay,3-0,Frame/16/Melee,2025-04-12,,,
lumor,Joe(y) Bats,3-1,Frame/16/Melee,2025-04-12,,,
Zachhhh,Poseidon,3-1,Frame/16/Melee,2025-04-12,,,
Maher,MOOSE,3-0,Frame/16/Melee,2025-04-12,,,
SwebBy,Jango UU,3-2,Frame/16/Melee,2025-04-12,,,
lumor,Spades,3-2,Frame/16/Melee,2025-04-12,,,
Zanya,Faust,3-2,Frame/16/Melee,2025-04-12,,,
Maher,SwebBy,3-1,Frame/16/Melee,2025-04-12,,,
lumor,ayeGiohh,3-0,Frame/16/Melee,2025-04-12,,,
Ossify,Fluid,3-2,Out of the Blue/4,2025-04-12,"Marth, Peach",IceClimbers,
Pleeba,Fasthands,3-1,Out of the Blue/4,2025-04-12,,,
MOF,Lowercase hero,3-1,Out of the Blue/4,2025-04-12,IceClimbers,Fox,
Eggy,Azzu,2-1,Out of the Blue/4,2025-04-12,Peach,Falco,
Dragoid,whisper,2-0,Out of the Blue/4,2025-04-12,Sheik,Falco,
Joey Donuts,Hollow,2-0,Out of the Blue/4,2025-04-12,Falco,Sheik,
Nakamaman,FeelinGood,2-0,Out of the Blue/4,2025-04-12,,,
Smash Papi,Kuyashi,2-1,Out of the Blue/4,2025-04-12,,,
Just,CALL ME 775-1465,2-1,Out of the Blue/4,2025-04-12,Sheik,Sheik,
lovestory4a,Frost,2-0,Out of the Blue/4,2025-04-12,Samus,Sheik,
Suidt,Ble$$é,2-1,Out of the Blue/4,2025-04-12,Pikachu,Fox,
lexor,Ryse,2-0,Out of the Blue/4,2025-04-12,,,
Rocks,anxious,2-1,Out of the Blue/4,2025-04-12,Jigglypuff,Fox,
DannyPhantom,Jacklyn,2-1,Out of the Blue/4,2025-04-12,Sheik,Peach,
Casual,dz,2-1,Out of the Blue/4,2025-04-12,Yoshi,Samus,
Life,Seal,2-0,Out of the Blue/4,2025-04-12,Sheik,Falco,
Majersk,Fry,2-0,Out of the Blue/4,2025-04-12,CaptainFalcon,Peach,
Michael,Binary Clone,3-0,Out of the Blue/4,2025-04-12,Jigglypuff,Fox,
Blue,Life,2-0,Out of the Blue/4,2025-04-12,Fox,Falco,
Boyd,Grab2Win,2-1,Out of the Blue/4,2025-04-12,,,
Latin,Dragoid,2-0,Out of the Blue/4,2025-04-12,,,
Boyd,Latin,3-0,Out of the Blue/4,2025-04-12,"Marth, Zelda",IceClimbers,
Michael,Blue,3-1,Out of the Blue/4,2025-04-12,Fox,Jigglypuff,
Majersk,Casual,3-0,Out of the Blue/4,2025-04-12,CaptainFalcon,Samus,
Eggy,DannyPhantom,3-2,Out of the Blue/4,2025-04-12,Peach,Sheik,
lexor,Rocks,3-0,Out of the Blue/4,2025-04-12,Jigglypuff,Fox,
Grab2Win,Jopps,2-1,Out of the Blue/4,2025-04-12,IceClimbers,CaptainFalcon,
Binary Clone,Sunshine,2-1,Out of the Blue/4,2025-04-12,Fox,Fox,
Ben,100 Grand,3-1,Out of the Blue/4,2025-04-12,,,
Aura,max,3-2,Out of the Blue/4,2025-04-12,,,
Aura,coffee,3-1,Out of the Blue/4,2025-04-12,Peach,Peach,
Preeminent,Seven,3-0,Out of the Blue/4,2025-04-12,Fox,Sheik,
Ober,Zamu,3-1,Out of the Blue/4,2025-04-12,Fox,Falco,
max,Slowking,3-2,Out of the Blue/4,2025-04-12,Falco,Sheik,
Ossify,Pleeba,3-0,Out of the Blue/4,2025-04-12,Marth,Sheik,
Ben,MOF,3-2,Out of the Blue/4,2025-04-12,,,
Aura,Preeminent,3-1,Out of the Blue/4,2025-04-12,,,
max,Ober,3-2,Out of the Blue/4,2025-04-12,,,
Ben,Ossify,3-1,Out of the Blue/4,2025-04-12,,,
Zamu,Michael,3-1,Out of the Blue/4,2025-04-12,Fox,Jigglypuff,
Hollow,Hyunnies,2-1,Out of the Blue/4,2025-04-12,Marth,Sheik,
Fry,Cyn,2-1,Out of the Blue/4,2025-04-12,,,
FeelinGood,Scooby,2-0,Out of the Blue/4,2025-04-12,Sheik,Fox,
Kuyashi,ORLY,2-0,Out of the Blue/4,2025-04-12,,,
CALL ME 775-1465,Marcato,2-0,Out of the Blue/4,2025-04-12,Sheik,"Fox, Marth",
lovestory4a,Me Bulldop,2-0,Out of the Blue/4,2025-04-12,Sheik,Fox,
Suidt,Tienda,2-0,Out of the Blue/4,2025-04-12,Fox,Fox,
Ryse,sable,2-0,Out of the Blue/4,2025-04-12,Fox,Fox,
anxious,xatudrip,2-1,Out of the Blue/4,2025-04-12,,,
Jacklyn,FannyPack,2-0,Out of the Blue/4,2025-04-12,Peach,Falco,
Azzu,Acid,2-0,Out of the Blue/4,2025-04-12,Falco,Sheik,
Casual,Tarik,2-1,Out of the Blue/4,2025-04-12,Samus,Falco,
MOOSE,Jank,3-0,Frame/16/Melee,2025-04-12,,,
OG Kid,Maher,3-1,Frame/16/Melee,2025-04-12,,,
BING,OG Kid,3-0,Frame/16/Melee,2025-04-12,,,
Joey Donuts,Nakamaman,3-2,Out of the Blue/4,2025-04-12,Marth,Falco,
Ossify,Aura,3-0,Out of the Blue/4,2025-04-12,,,
Ossify,max,3-1,Out of the Blue/4,2025-04-12,,,
Ben,Aura,3-1,Out of the Blue/4,2025-04-12,,,
Ossify,Smash Papi,3-0,Out of the Blue/4,2025-04-12,,,
max,coffee,3-1,Out of the Blue/4,2025-04-12,,,
Smash Papi,100 Grand,3-0,Out of the Blue/4,2025-04-12,,,
coffee,MOF,3-1,Out of the Blue/4,2025-04-12,,,
Smash Papi,Preeminent,3-1,Out of the Blue/4,2025-04-12,Fox,Fox,
100 Grand,Ober,3-0,Out of the Blue/4,2025-04-12,,,
coffee,Pleeba,3-1,Out of the Blue/4,2025-04-12,Sheik,Peach,
MOF,Slowking,3-0,Out of the Blue/4,2025-04-12,,,
Smash Papi,Fluid,3-2,Out of the Blue/4,2025-04-12,Fox,IceClimbers,
100 Grand,Lowercase hero,3-2,Out of the Blue/4,2025-04-12,Marth,Fox,
coffee,Seven,3-2,Out of the Blue/4,2025-04-12,Sheik,Peach,
Slowking,Zamu,3-1,Out of the Blue/4,2025-04-12,,,
Fluid,Joey Donuts,3-1,Out of the Blue/4,2025-04-12,IceClimbers,Fox,
Smash Papi,Fasthands,3-1,Out of the Blue/4,2025-04-12,Mewtwo,Fox,
Lowercase hero,Suidt,3-0,Out of the Blue/4,2025-04-12,Fox,Fox,
100 Grand,lexor,3-0,Out of the Blue/4,2025-04-12,Marth,Fox,
coffee,Eggy,3-0,Out of the Blue/4,2025-04-12,Peach,Peach,
Seven,Majersk,3-1,Out of the Blue/4,2025-04-12,Sheik,CaptainFalcon,
Ossify,Ben,3-0,Out of the Blue/4,2025-04-12,,,
Suidt,lovestory4a,3-1,Out of the Blue/4,2025-04-12,Fox,Sheik,
Zanya,Spades,3-0,Frame/16/Melee,2025-04-12,,,
Faust,ayeGiohh,3-0,Frame/16/Melee,2025-04-12,,,
Smash Papi,Just,3-0,Out of the Blue/4,2025-04-12,Sheik,Fox,
BING,SwebBy,3-1,Frame/16/Melee,2025-04-12,,,
Zamu,Polish,3-1,Full Bloom/2025/Melee,2025-04-05,Peach,Fox,https://youtu.be/_HTuPXZpVyg
lloD,Ossify,3-2,Full Bloom/2025/Melee,2025-04-05,Peach,Marth,https://youtu.be/vk9ztlnL894
Spark,Morsecode762,3-1,Full Bloom/2025/Melee,2025-04-05,Samus,Sheik,https://youtu.be/B3gxdvaL6_4
Preeminent,Slowking,3-1,Full Bloom/2025/Melee,2025-04-05,Falco,Fox,https://youtu.be/tjDw6se2NG4
S2J,bonfire10,3-0,Full Bloom/2025/Melee,2025-04-05,CaptainFalcon,Sheik,https://youtu.be/qzuxlA-s9_4
Sirmeris,Preeminent,3-1,Full Bloom/2025/Melee,2025-04-05,Peach,Fox,https://youtu.be/srUQoPFJH-s
Aklo,Sirmeris,3-0,Full Bloom/2025/Melee,2025-04-05,"Fox, Link",Peach,https://youtu.be/yJYtpUmuq14
Jmook,Slowking,3-2,Full Bloom/2025/Melee,2025-04-05,Sheik,Falco,https://youtu.be/j2xccJoGzxc
MOF,Spark,3-0,Full Bloom/2025/Melee,2025-04-05,Sheik,IceClimbers,https://youtu.be/nnZYArMXAHs
Salt,Morsecode762,3-0,Full Bloom/2025/Melee,2025-04-05,CaptainFalcon,Samus,https://youtu.be/H3RHLwcV2T4
Zamu,Wizzrobe,3-0,Full Bloom/2025/Melee,2025-04-05,Fox,CaptainFalcon,https://youtu.be/fPITyzj05UM
Magi,S2J,3-1,Full Bloom/2025/Melee,2025-04-05,Falco,CaptainFalcon,https://youtu.be/9m_VTsrb3FA
Khryke,Wizzrobe,3-2,Full Bloom/2025/Melee,2025-04-05,CaptainFalcon,Marth,https://youtu.be/lUiG7eFxeKg
Krudo,Polish,3-2,Full Bloom/2025/Melee,2025-04-05,Sheik,Peach,https://youtu.be/wkPUEf7DOlc
Ossify,Sirmeris,3-0,Full Bloom/2025/Melee,2025-04-05,Marth,Peach,https://youtu.be/qEXd6vEBkTQ
Jmook,Spark,3-0,Full Bloom/2025/Melee,2025-04-05,Sheik,Sheik,https://youtu.be/7HnD8zz0HXk
S2J,Preeminent,3-0,Full Bloom/2025/Melee,2025-04-05,CaptainFalcon,Fox,https://youtu.be/q7KO2Zz2JIM
Sirmeris,Blue,3-2,Full Bloom/2025/Melee,2025-04-05,Peach,Fox,https://youtu.be/js6nS0PrRjk
Ossify,Khryke,3-0,Full Bloom/2025/Melee,2025-04-05,Marth,Marth,https://youtu.be/sewXYDDySXE
Aklo,Zamu,3-1,Full Bloom/2025/Melee,2025-04-05,Fox,Fox,https://youtu.be/QE0rEaH6HyE
S2J,MOF,3-2,Full Bloom/2025/Melee,2025-04-05,IceClimbers,CaptainFalcon,https://youtu.be/ok-ETj8Bwvk
Ossify,Jmook,3-1,Full Bloom/2025/Melee,2025-04-05,Sheik,Marth,https://youtu.be/sQDf4uLn1Hs
Aklo,S2J,3-2,Full Bloom/2025/Melee,2025-04-05,Fox,CaptainFalcon,https://youtu.be/dKHzgDLqNoc
Ossify,lloD,3-2,Full Bloom/2025/Melee,2025-04-05,Peach,Marth,https://youtu.be/MWAfGHW7Sm8
Magi,Aklo,3-1,Full Bloom/2025/Melee,2025-04-05,Falco,Fox,https://youtu.be/UGKZaZDSqRU
Krudo,Salt,3-2,Full Bloom/2025/Melee,2025-04-05,CaptainFalcon,Sheik,https://youtu.be/Pjsv2x2dsS8
Ossify,Magi,3-2,Full Bloom/2025/Melee,2025-04-05,Marth,Falco,https://youtu.be/YUvzd5oJjHY
Ossify,Salt,3-2,Full Bloom/2025/Melee,2025-04-05,CaptainFalcon,Marth,https://youtu.be/3NuZrjvcH_o
Krudo,Ossify,3-1,Full Bloom/2025/Melee,2025-04-05,Sheik,Marth,https://youtu.be/XYMGTvmlQz8
lloD,Aklo,3-1,Full Bloom/2025/Melee,2025-04-05,Fox,Peach,https://youtu.be/zs_ZsAhChic
Salt,MOF,3-1,Full Bloom/2025/Melee,2025-04-05,IceClimbers,CaptainFalcon,https://youtu.be/6iZNxc8WjI4
Magi,Jmook,3-0,Full Bloom/2025/Melee,2025-04-05,Sheik,Falco,https://youtu.be/wF2LallofCc
mvlvchi,Majersk,3-1,Full Bloom/2025/Melee,2025-04-05,,,
Ossify,Paladin,3-0,Full Bloom/2025/Melee,2025-04-05,Marth,Fox,https://youtu.be/yioV4UWpr6g
Spark,Cilan,3-0,Full Bloom/2025/Melee,2025-04-05,Sheik,Fox,https://youtu.be/OtqnrdLju_c
Morsecode762,TheRealThing,3-0,Full Bloom/2025/Melee,2025-04-05,Samus,Falco,https://youtu.be/Xo7xyEA0is8
Preeminent,Michael,3-0,Full Bloom/2025/Melee,2025-04-05,Fox,Jigglypuff,https://youtu.be/MqoWpTVYWGk
bonfire10,mvlvchi,3-0,Full Bloom/2025/Melee,2025-04-05,,,
Ben,Ble$$é,3-0,Full Bloom/2025/Melee,2025-04-05,Sheik,Pikachu,https://youtu.be/b3TSLV-YQVs
Zamu,Free Palestine,3-0,Full Bloom/2025/Melee,2025-04-05,Fox,"Fox, Sheik",https://youtu.be/-tCNOPkwWV8
Blue,Lord English,3-1,Full Bloom/2025/Melee,2025-04-05,Jigglypuff,Fox,https://youtu.be/xACpLKLAA50
Paladin,Ober,3-0,Full Bloom/2025/Melee,2025-04-05,Falco,Fox,https://youtu.be/61ZBJ2y07Qk
Cilan,Grab,3-1,Full Bloom/2025/Melee,2025-04-05,Marth,Fox,https://youtu.be/Fk32aweFnVY
TheRealThing,Jada,3-1,Full Bloom/2025/Melee,2025-04-05,Sheik,"Falco, Fox",https://youtu.be/8UCzxziCVd0
Michael,Balloon Day,3-0,Full Bloom/2025/Melee,2025-04-05,Fox,Jigglypuff,https://youtu.be/RhX-tRYbMdA
Preeminent,Pleeba,3-1,Full Bloom/2025/Melee,2025-04-05,Fox,Sheik,https://youtu.be/Ty0agVRWf2I
bonfire10,max,3-2,Full Bloom/2025/Melee,2025-04-05,Sheik,Sheik,https://youtu.be/c_VRhBik4l4
Ble$$é,Seven,3-2,Full Bloom/2025/Melee,2025-04-05,Sheik,Pikachu,https://youtu.be/NLsfgEIl1pI
Krudo,Khryke,3-2,Full Bloom/2025/Melee,2025-04-05,IceClimbers,Sheik,https://youtu.be/yxt25MKHSHU
Ben,Iceking,3-0,Full Bloom/2025/Melee,2025-04-05,Sheik,Sheik,https://youtu.be/NAyb9akmi2A
Free Palestine,Dova,3-1,Full Bloom/2025/Melee,2025-04-05,"Fox, Sheik",Falco,https://youtu.be/D61uuNKe0Ng
Zamu,DannyPhantom,3-1,Full Bloom/2025/Melee,2025-04-05,Fox,Fox,https://youtu.be/w09sC0St09M
Wizzrobe,Ben,3-1,Full Bloom/2025/Melee,2025-04-05,CaptainFalcon,Sheik,https://youtu.be/dPClfTecZA8
Lord English,Reeve,3-1,Full Bloom/2025/Melee,2025-04-05,Jigglypuff,Marth,https://youtu.be/pGqkQuSK9kA
Paladin,Boyd,3-1,Full Bloom/2025/Melee,2025-04-05,IceClimbers,Fox,https://youtu.be/57OCV17ESGg
Ober,M1sf1re,3-2,Full Bloom/2025/Melee,2025-04-05,Falco,Luigi,https://youtu.be/FQWpFIdff98
Cilan,Smash Papi,3-0,Full Bloom/2025/Melee,2025-04-05,Fox,Fox,https://youtu.be/GWBwvb0x3rM
Grab,Goodie,3-0,Full Bloom/2025/Melee,2025-04-05,Marth,Fox,https://youtu.be/0rhJts0otJU
TheRealThing,dz,3-0,Full Bloom/2025/Melee,2025-04-05,Falco,Yoshi,https://youtu.be/yoirDrpehhU
Jada,SuperGinger,3-2,Full Bloom/2025/Melee,2025-04-05,Fox,Sheik,https://youtu.be/v2TgXlVV4hY
dz,RapMonster,3-1,Full Bloom/2025/Melee,2025-04-05,Yoshi,Luigi,https://youtu.be/t28cTHL3Zkg
Krudo,Magi,3-0,Full Bloom/2025/Melee,2025-04-05,Falco,Sheik,https://youtu.be/B4yhS8OdVy4
Salt,lloD,3-1,Full Bloom/2025/Melee,2025-04-05,Peach,CaptainFalcon,https://youtu.be/aQfGaRHpbIE
Blue,Lowercase hero,3-2,Full Bloom/2025/Melee,2025-04-05,Fox,Fox,https://youtu.be/p967Cz65nF8
The Weapon,Stiv,3-2,Battle of BC/7/Melee,2025-03-28,Sheik,Falco,https://www.youtube.com/watch?v=BKYS-vlVtv4
Maher,Foo,3-1,Battle of BC/7/Melee,2025-03-28,,,
DayDream,Hagabooga,3-1,Battle of BC/7/Melee,2025-03-28,Jigglypuff,DrMario,https://www.youtube.com/watch?v=vfIuhWCXez4
Chango,shmugs,3-0,Battle of BC/7/Melee,2025-03-28,Jigglypuff,Fox,https://www.youtube.com/watch?v=WuxokcPqfHE
Beezy,duckrobin,3-0,Battle of BC/7/Melee,2025-03-28,Marth,Fox,https://www.youtube.com/watch?v=DrLXMmRmJnE
OG Kid,Venison,3-0,Battle of BC/7/Melee,2025-03-28,Jigglypuff,Fox,https://www.youtube.com/watch?v=neSKphcaMa8
Goodie,I'm Michael BTW,3-1,Battle of BC/7/Melee,2025-03-28,Fox,Falco,https://www.youtube.com/watch?v=dDY5zro7ysY
Snap,Zemi,3-2,Battle of BC/7/Melee,2025-03-28,Fox,Samus,https://www.youtube.com/watch?v=8_dn01EnJHo
Mono,Valk,3-2,Battle of BC/7/Melee,2025-03-28,,,
Polo,SaltInYourEye,3-0,Battle of BC/7/Melee,2025-03-28,CaptainFalcon,IceClimbers,https://www.youtube.com/watch?v=05lQLCissuI
Younger,Studebacher Hoch,3-2,Battle of BC/7/Melee,2025-03-28,Falco,CaptainFalcon,https://www.youtube.com/watch?v=fImaJdkZYrQ
Dacky,Amrak,3-0,Battle of BC/7/Melee,2025-03-28,Fox,Fox,https://www.youtube.com/watch?v=tXnx8Ir7HFE
Luigi Ka-Master,Pbag,3-0,Battle of BC/7/Melee,2025-03-28,CaptainFalcon,Jigglypuff,
Anchovy,Phorox,3-2,Battle of BC/7/Melee,2025-03-28,Peach,DrMario,https://www.youtube.com/watch?v=fKNipZRw9Po
Ampp,Antislycer,3-2,Battle of BC/7/Melee,2025-03-28,Marth,Luigi,https://www.youtube.com/watch?v=4Tdppqp-vk8
Foo,Tammy,3-1,Battle of BC/7/Melee,2025-03-28,Falco,Falco,https://www.youtube.com/watch?v=4at4X7o1H6A
Preeminent,DayDream,3-1,Battle of BC/7/Melee,2025-03-28,Fox,Jigglypuff,https://www.youtube.com/watch?v=qbQQbIzcu00
salami,Surfero,3-0,Battle of BC/7/Melee,2025-03-28,Fox,CaptainFalcon,https://www.youtube.com/watch?v=rBQVYP5_BeU
moky,cliché,3-0,Battle of BC/7/Melee,2025-03-28,Fox,Falco,https://www.youtube.com/watch?v=UoXTrxlOxwg
Chango,BluePiñata,3-1,Battle of BC/7/Melee,2025-03-28,IceClimbers,Jigglypuff,https://www.youtube.com/watch?v=ipOR2dIFTgU&pp=0gcJCX4JAYcqIYzv
Iron,Beezy,3-1,Battle of BC/7/Melee,2025-03-28,Fox,Marth,https://www.youtube.com/watch?v=ykQVxkgUUFg&pp=0gcJCX4JAYcqIYzv
OG Kid,Unruly,3-2,Battle of BC/7/Melee,2025-03-28,Fox,Jigglypuff,https://www.youtube.com/watch?v=MIR0mUlDTJs
max,Goodie,3-1,Battle of BC/7/Melee,2025-03-28,Sheik,Fox,https://www.youtube.com/watch?v=myY-BfdgRe4
Agent,Snap,3-1,Battle of BC/7/Melee,2025-03-28,Fox,Fox,https://www.youtube.com/watch?v=3xmOkElJOjM
The Weapon,Mono,3-0,Battle of BC/7/Melee,2025-03-28,Falco,Yoshi,https://www.youtube.com/watch?v=IzARHShmyl4
Polo,OkamiBW,3-2,Battle of BC/7/Melee,2025-03-28,Sheik,CaptainFalcon,https://www.youtube.com/watch?v=TFdp7FAReIU
Inky,Younger,3-1,Battle of BC/7/Melee,2025-03-28,Sheik,Falco,https://www.youtube.com/watch?v=9Lo_-bya7RQ
Luigi Ka-Master,Espi,3-1,Battle of BC/7/Melee,2025-03-28,Fox,Luigi,https://www.youtube.com/watch?v=7EX262wQIlk
Zuppy,Anchovy,3-0,Battle of BC/7/Melee,2025-03-28,Fox,Peach,https://www.youtube.com/watch?v=mEETsftH4GY
cliché,Blue-Eyes White Quiggles,3-0,Battle of BC/7/Melee,2025-03-28,Falco,Fox,https://www.youtube.com/watch?v=bp9aTZZqjTI&pp=0gcJCX4JAYcqIYzv
Cody Schwab,Hungrybox,3-2,Battle of BC/7/Melee,2025-03-28,Fox,Jigglypuff,https://youtu.be/t0caXctloOY?si=ow4hgRBOti7R1-Og
Zain,Aura,3-0,Battle of BC/7/Melee,2025-03-28,Marth,Peach,https://youtu.be/2T4v3xy1KgI?si=dJMxu44uMtY7Kme8
Hungrybox,Jmook,3-0,Battle of BC/7/Melee,2025-03-28,Jigglypuff,Sheik,https://youtu.be/MJ0j0crfFVQ?si=U87bc7X3cJBMmieE
Zain,The Weapon,3-0,Battle of BC/7/Melee,2025-03-28,Marth,Falco,https://www.youtube.com/watch?v=CMsF8Vzy23Q
n0ne,Agent,3-2,Battle of BC/7/Melee,2025-03-28,CaptainFalcon,Fox,https://youtu.be/qBIld_LYncc?si=xqlTB95_F_EVQo3M
Joshman,max,3-0,Battle of BC/7/Melee,2025-03-28,,,
Axe,Unruly,3-1,Battle of BC/7/Melee,2025-03-28,Pikachu,Fox,https://www.youtube.com/watch?v=gvOWKDRhuls
Mang0,Iron,3-0,Battle of BC/7/Melee,2025-03-28,,,
Aura,BluePiñata,3-0,Battle of BC/7/Melee,2025-03-28,Peach,IceClimbers,https://www.youtube.com/watch?v=6U_WhwAg7wQ
Graves,moky,3-2,Battle of BC/7/Melee,2025-03-28,Fox,Falco,https://youtu.be/GE0Q_-yTmqw?si=Ara0oNX3NFp969wv
Spark,salami,3-1,Battle of BC/7/Melee,2025-03-28,"Marth, Sheik",Fox,
Cody Schwab,Maher,3-0,Battle of BC/7/Melee,2025-03-28,Fox,Marth,https://www.youtube.com/watch?v=_9kxAfMg1ns
Soonsay,Preeminent,3-1,Battle of BC/7/Melee,2025-03-28,Fox,Fox,https://youtu.be/WRlHexgD5oo?si=HdCtKzVVDC7kvkzR
Wizzrobe,DarkGenex,3-1,Battle of BC/7/Melee,2025-03-28,CaptainFalcon,IceClimbers,https://www.youtube.com/watch?v=1wSUrv3Cu28
aMSa,Zuppy,3-0,Battle of BC/7/Melee,2025-03-28,Yoshi,Fox,https://www.youtube.com/watch?v=BXZfZWtOBHU
Hungrybox,Espi,3-0,Battle of BC/7/Melee,2025-03-28,Jigglypuff,Fox,https://www.youtube.com/watch?v=reQIsk7DRbc
Jmook,Inky,3-0,Battle of BC/7/Melee,2025-03-28,Sheik,Sheik,https://www.youtube.com/watch?v=_COuIozS_1s
Zain,n0ne,3-2,Battle of BC/7/Melee,2025-03-28,Marth,CaptainFalcon,https://youtu.be/GGMIMFo9yY0?si=TiHLaV4Fxvrt8x7e
Axe,Joshman,3-2,Battle of BC/7/Melee,2025-03-28,Fox,Pikachu,https://youtu.be/D5b2iQ7Ge3Y?si=FETNFKlaY0RHHV6E
Aura,Mang0,3-1,Battle of BC/7/Melee,2025-03-28,Falco,Peach,https://youtu.be/8yaVt2ufwRQ?si=PM_hh-HqqKCBZw2i
Spark,Graves,3-0,Battle of BC/7/Melee,2025-03-28,Falco,Sheik,https://youtu.be/ZfdTWyB5VV0?si=J7aABmcaUEYKoq0U
Cody Schwab,Soonsay,3-1,Battle of BC/7/Melee,2025-03-28,Fox,Fox,https://youtu.be/Z8VC0NgOJC4?si=_iyuzD9LHpmmjcfv
aMSa,Wizzrobe,3-2,Battle of BC/7/Melee,2025-03-28,CaptainFalcon,Yoshi,https://youtu.be/kF4ancnpTzk?si=f8wXBFf6A42BUZ5i
Hungrybox,Rocket,3-0,Battle of BC/7/Melee,2025-03-28,Jigglypuff,YoungLink,https://youtu.be/ONZxdRpPA9w?si=QwYCugEDmH47uyjV
Jmook,Stiv,3-1,Battle of BC/7/Melee,2025-03-28,Sheik,"Fox, Sheik",https://youtu.be/IeGbn2ra0zo?si=Zf6_S50ufuWcZ8Q8
Zain,Axe,3-1,Battle of BC/7/Melee,2025-03-28,Marth,Pikachu,https://youtu.be/XBY_nFzG6qA?si=PWA77BpI8Ok6Okt6
Aura,Spark,3-0,Battle of BC/7/Melee,2025-03-28,Peach,Sheik,https://youtu.be/SqJkHE_Om5Y?si=m4fKjjRhHnjmvVuI
Cody Schwab,aMSa,3-2,Battle of BC/7/Melee,2025-03-28,Fox,Yoshi,https://youtu.be/PI8_ICP6_1c?si=tQSZivX8TC4R4V_k
Ampp,DarkGenex,3-2,Battle of BC/7/Melee,2025-03-28,IceClimbers,Luigi,https://www.youtube.com/watch?v=K2xE06z9SNU
Stiv,OkamiBW,3-0,Battle of BC/7/Melee,2025-03-28,Sheik,Fox,https://www.youtube.com/watch?v=8ha1B6Bxkmc
Hungrybox,Jmook,3-1,Battle of BC/7/Melee,2025-03-28,Jigglypuff,Sheik,https://youtu.be/9qVERjC5XnM?si=rcD-tdfO8IIiJt1O
Soonsay,Wizzrobe,3-2,Battle of BC/7/Melee,2025-03-28,Fox,CaptainFalcon,https://www.youtube.com/watch?v=qj02OD-1a5o
Zain,Cody Schwab,3-0,Battle of BC/7/Melee,2025-03-28,Marth,Fox,https://youtu.be/Za8Y8uqFh5Q?si=B8u8-NgLmS-vKRgC
